transaction_id,customer_id,amount,transaction_time,merchant_type,is_fraud,age,gender,income,account_balance,transaction_frequency,customer_segment,atm_id,atm_location,cash_withdrawal_amount,loan_id,loan_amount,credit_score,loan_status,news_headline,sentiment_score,stock_ticker
147,2522,887.44,1/1/2025 2:26,Online,0,58,Other,62650,42080.77,8,Low,4,Delhi,18005.68,5147,1194506,492,Paid,Banking sector sees strong growth,0.03,WIPRO
148,3640,14672.5,1/1/2025 2:27,Bill,0,25,Female,79427,472119.68,68,New,48,Chennai,6524.12,5148,1860653,785,In Progress,Company faces regulatory issues,-0.84,HDFCBANK
149,1391,38659.36,1/1/2025 2:28,Food,0,20,Other,99369,42286.51,8,Low,21,Kolkata,15271.9,5149,39401,494,Paid,Global markets fall due to uncertainty,0.27,HDFCBANK
150,2698,25902.85,1/1/2025 2:29,Fuel,0,70,Female,161478,268962.45,87,New,11,Kolkata,38581.96,5150,1175419,320,Paid,Oil prices surge on global conflict,-0.98,ICICIBANK
151,1418,17411.3,1/1/2025 2:30,Food,0,35,Female,175408,321465.31,16,Low,34,Delhi,14668.13,5151,1057635,633,Paid,Company faces regulatory issues,0.61,ICICIBANK
152,3336,18593.25,1/1/2025 2:31,Bill,0,63,Male,109957,479317.46,48,Low,30,Mumbai,27255.68,5152,360956,868,In Progress,Company faces regulatory issues,0.78,ICICIBANK
153,1378,77.67,1/1/2025 2:32,Food,0,52,Male,92316,449951.46,34,High Value,4,Mumbai,6031.78,5153,763519,354,Default,Oil prices surge on global conflict,0.99,SBIN
154,2796,14997.03,1/1/2025 2:33,Retail,0,34,Other,54871,220621.04,86,Low,14,Kolkata,17446.51,5154,1098833,301,Paid,Oil prices surge on global conflict,-0.31,TCS
155,4561,32326.47,1/1/2025 2:34,Retail,0,53,Male,27221,471110.95,87,Medium,11,Chennai,2077.92,5155,2821727,603,Paid,Tech stocks rally on innovation,0.12,TCS
156,3278,48709.98,1/1/2025 2:35,Travel,0,70,Other,36116,216416.8,57,High Value,4,Hyderabad,27453.6,5156,2338944,833,Default,Tech stocks rally on innovation,0.73,SBIN
157,4065,42354.57,1/1/2025 2:36,Travel,0,45,Male,185862,335124.4,5,Low,26,Bengaluru,17446.4,5157,1129263,440,Default,Banking sector sees strong growth,-0.08,RELIANCE
158,3088,1189.51,1/1/2025 2:37,Bill,0,67,Other,56474,130174.23,44,Medium,3,Delhi,43613,5158,449789,388,Paid,Global markets fall due to uncertainty,-0.34,ICICIBANK
159,4099,44929.04,1/1/2025 2:38,Bill,0,32,Male,55100,318503.94,71,Medium,37,Hyderabad,19688.37,5159,2722043,886,Paid,Corporate layoffs rise across tech firms,-0.9,ICICIBANK
160,3182,39162.09,1/1/2025 2:39,Medical,0,36,Male,132982,269325.38,37,New,38,Chennai,27932.98,5160,2776164,885,In Progress,Global markets fall due to uncertainty,-0.21,TCS
161,1200,39021,1/1/2025 2:40,Bill,0,39,Female,20416,303612.11,90,High Value,41,Bengaluru,48834.54,5161,2096944,604,Paid,Banking sector sees strong growth,-0.84,HDFCBANK
162,2863,22905.21,1/1/2025 2:41,Retail,0,23,Male,30251,341484.28,28,High Value,4,Kolkata,32171.03,5162,1406284,464,Paid,Market rises amid strong earnings,-0.27,HDFCBANK
163,1779,19906.28,1/1/2025 2:42,Food,0,64,Male,173146,87140.92,68,New,26,Delhi,25073.55,5163,747764,516,Paid,Company faces regulatory issues,-0.31,SBIN
164,3977,15152.76,1/1/2025 2:43,Fuel,0,24,Other,69822,150980.77,96,New,39,Hyderabad,4996.42,5164,2994070,663,In Progress,Tech stocks rally on innovation,0.29,SBIN
165,4104,3294.09,1/1/2025 2:44,Medical,0,61,Female,197652,368252.57,38,New,45,Bengaluru,41066.12,5165,1040670,830,Paid,Oil prices surge on global conflict,-0.27,SBIN
166,4119,11419.49,1/1/2025 2:45,Medical,0,65,Other,58655,82330.08,46,High Value,42,Kolkata,32154.93,5166,2884399,583,Paid,Oil prices surge on global conflict,-0.23,INFY
167,1502,12337.72,1/1/2025 2:46,Medical,0,26,Male,148099,172447.95,73,Medium,44,Kolkata,5515.36,5167,2394404,661,Paid,Banking sector sees strong growth,-0.43,SBIN
168,3454,24209.01,1/1/2025 2:47,Bill,0,37,Other,104091,333406.11,26,Medium,42,Bengaluru,12358.89,5168,2306965,667,Paid,Oil prices surge on global conflict,0.22,RELIANCE
169,4645,37374.75,1/1/2025 2:48,Bill,0,54,Female,158016,468856.67,75,Low,11,Mumbai,26928.61,5169,1020561,740,Paid,Banking sector sees strong growth,-0.22,RELIANCE
170,2751,23695.75,1/1/2025 2:49,Retail,0,28,Other,15315,38112.45,84,High Value,11,Mumbai,2348.62,5170,2607108,744,Paid,Tech stocks rally on innovation,0.9,WIPRO
171,1804,2901.64,1/1/2025 2:50,Fuel,0,19,Male,182829,258522.12,53,High Value,38,Bengaluru,35943.67,5171,2779104,676,Paid,Tech stocks rally on innovation,0.78,WIPRO
172,3146,47889.91,1/1/2025 2:51,Retail,0,39,Other,113834,41411.72,63,New,38,Bengaluru,11466.91,5172,2412138,795,Paid,Oil prices surge on global conflict,-0.53,ICICIBANK
173,3731,47136.79,1/1/2025 2:52,Fuel,0,65,Male,170340,189876.41,63,High Value,20,Bengaluru,24536.56,5173,2353340,487,Paid,Market rises amid strong earnings,-0.19,TCS
174,2895,39261.63,1/1/2025 2:53,Retail,0,53,Female,123898,88105.56,38,High Value,26,Kolkata,12158.01,5174,2121564,683,Paid,Corporate layoffs rise across tech firms,0.27,RELIANCE
175,3773,49566.48,1/1/2025 2:54,Food,0,22,Female,66011,324894.49,15,Medium,38,Chennai,24510.43,5175,2624079,727,In Progress,Global markets fall due to uncertainty,-0.97,HDFCBANK
176,2570,27228.67,1/1/2025 2:55,Bill,0,24,Other,55640,379037.36,99,High Value,12,Chennai,9564.98,5176,2726007,457,In Progress,Tech stocks rally on innovation,-0.55,WIPRO
177,1960,48138.79,1/1/2025 2:56,Online,0,23,Female,128802,124047.93,9,Medium,29,Delhi,29736.64,5177,2653854,524,Paid,Banking sector sees strong growth,-0.43,TCS
178,4810,3789.5,1/1/2025 2:57,Online,0,73,Other,176039,356587.13,97,Medium,14,Kolkata,45529.3,5178,231034,856,Default,Company faces regulatory issues,-0.2,ICICIBANK
179,3660,18290.38,1/1/2025 2:58,Bill,0,39,Male,106331,223686.06,75,High Value,25,Kolkata,40386.06,5179,904292,671,In Progress,Market rises amid strong earnings,0.78,SBIN
180,2485,11276.81,1/1/2025 2:59,Medical,0,27,Other,43798,142148.23,22,Medium,42,Mumbai,12151.89,5180,389187,608,Default,Company faces regulatory issues,-0.81,ICICIBANK
181,3690,9799.7,1/1/2025 3:00,Bill,0,63,Male,123262,261939.13,70,New,42,Bengaluru,24955.66,5181,2381488,658,Paid,Corporate layoffs rise across tech firms,-0.87,RELIANCE
182,4840,7048.74,1/1/2025 3:01,Bill,0,57,Female,114371,190135.25,56,Medium,39,Kolkata,21213.11,5182,2657137,401,Default,Oil prices surge on global conflict,0.33,RELIANCE
183,2028,31124.46,1/1/2025 3:02,Bill,0,63,Male,46461,115383.13,37,High Value,26,Kolkata,48277.21,5183,1377070,759,Paid,Company faces regulatory issues,-0.27,WIPRO
184,4289,39068.28,1/1/2025 3:03,Medical,0,63,Male,114031,378543.98,57,New,10,Bengaluru,39961.17,5184,1615034,431,Paid,Oil prices surge on global conflict,-0.64,SBIN
185,1502,28919.14,1/1/2025 3:04,Fuel,1,37,Male,97163,398863.31,60,New,14,Chennai,5460.69,5185,1077748,501,Paid,Oil prices surge on global conflict,0.4,INFY
186,3814,7356.67,1/1/2025 3:05,Food,0,45,Male,78496,400255.96,85,High Value,5,Delhi,8510.76,5186,1009206,586,Paid,Global markets fall due to uncertainty,-0.51,SBIN
187,1397,40558.08,1/1/2025 3:06,Online,0,40,Male,106897,191380.33,12,Low,22,Mumbai,35131.22,5187,298695,446,Paid,Rupee weakens against Dollar,0.13,SBIN
188,1870,31801.38,1/1/2025 3:07,Travel,0,52,Other,81247,85179.46,7,Medium,11,Hyderabad,8076.92,5188,2023822,593,Paid,Company faces regulatory issues,-0.18,RELIANCE
189,3842,19414.4,1/1/2025 3:08,Online,0,18,Male,157157,420285.44,66,Medium,29,Chennai,47528.38,5189,1759455,332,In Progress,Banking sector sees strong growth,-0.28,RELIANCE
190,1392,33709.77,1/1/2025 3:09,Online,0,46,Male,108262,164967.31,41,Low,7,Kolkata,49648.05,5190,1607949,317,Paid,Banking sector sees strong growth,0.44,HDFCBANK
191,1206,13002.65,1/1/2025 3:10,Medical,0,26,Male,96085,374159.37,24,New,18,Delhi,38940.71,5191,2083162,414,Paid,Tech stocks rally on innovation,0.23,HDFCBANK
192,2038,17266.16,1/1/2025 3:11,Retail,0,26,Male,142061,408816.56,90,Low,31,Hyderabad,1437.33,5192,56361,507,Paid,Global markets fall due to uncertainty,0.03,TCS
193,2881,45875.12,1/1/2025 3:12,Bill,0,39,Male,73852,384192.17,25,High Value,43,Chennai,24188.07,5193,289107,460,Paid,Tech stocks rally on innovation,-0.74,RELIANCE
194,4625,14532.32,1/1/2025 3:13,Bill,0,19,Male,123293,195208.11,62,Low,20,Chennai,20363.37,5194,815536,589,In Progress,Corporate layoffs rise across tech firms,0.17,RELIANCE
195,3939,23504.71,1/1/2025 3:14,Bill,0,33,Female,17560,469039.35,84,New,35,Bengaluru,39996.83,5195,1821494,618,Paid,Rupee weakens against Dollar,0.39,ICICIBANK
196,2484,44508.16,1/1/2025 3:15,Retail,0,57,Other,34944,330251.13,44,High Value,7,Hyderabad,14421.72,5196,2277723,761,Paid,Company faces regulatory issues,0.63,WIPRO
197,4762,35388.99,1/1/2025 3:16,Medical,0,23,Male,82713,288085.27,2,High Value,30,Bengaluru,19367.69,5197,2542409,858,Paid,Banking sector sees strong growth,-0.4,HDFCBANK
198,4646,3119.54,1/1/2025 3:17,Food,0,72,Other,35098,349105.6,42,High Value,4,Chennai,4765.72,5198,2390682,351,Paid,Tech stocks rally on innovation,-0.47,ICICIBANK
199,1863,7373.68,1/1/2025 3:18,Food,0,30,Female,42475,22841.2,99,Medium,30,Chennai,17197.54,5199,1208474,351,Paid,Banking sector sees strong growth,0.5,RELIANCE
200,3790,402,1/1/2025 3:19,Medical,0,50,Female,188808,195562.23,33,Medium,30,Chennai,48695.31,5200,2984360,470,Paid,Oil prices surge on global conflict,-0.07,HDFCBANK
201,4312,31549.78,1/1/2025 3:20,Travel,0,36,Male,167488,440667.97,17,High Value,30,Delhi,47113.28,5201,1244014,744,Paid,Tech stocks rally on innovation,-0.19,WIPRO
202,1563,22389.19,1/1/2025 3:21,Food,0,32,Other,131338,80959.31,63,Low,18,Chennai,37537.93,5202,831038,430,Default,Market rises amid strong earnings,-0.68,RELIANCE
203,2020,6722.4,1/1/2025 3:22,Medical,0,50,Male,17948,207493.12,22,Medium,43,Hyderabad,45372.46,5203,408814,522,Default,Global markets fall due to uncertainty,-0.13,INFY
204,1095,47897.13,1/1/2025 3:23,Food,0,27,Female,148592,202921.37,1,New,46,Mumbai,10637.41,5204,2380390,614,Paid,Tech stocks rally on innovation,0.45,WIPRO
205,2923,26487.69,1/1/2025 3:24,Bill,0,18,Female,142294,178342.83,94,Medium,10,Delhi,31129.41,5205,341608,425,In Progress,Company faces regulatory issues,-0.1,SBIN
206,2757,12102.25,1/1/2025 3:25,Fuel,0,29,Other,77976,281394.49,70,Low,14,Hyderabad,25048.61,5206,2984356,811,Default,Corporate layoffs rise across tech firms,0.75,WIPRO
207,3532,25035.17,1/1/2025 3:26,Medical,0,60,Male,159408,498100.93,54,Medium,36,Kolkata,21192.23,5207,1868867,429,Paid,Corporate layoffs rise across tech firms,-0.99,ICICIBANK
208,4478,33984.22,1/1/2025 3:27,Online,0,46,Other,29020,128296.5,14,Low,23,Hyderabad,16309.27,5208,159368,343,In Progress,Banking sector sees strong growth,-0.64,HDFCBANK
209,3278,3821.2,1/1/2025 3:28,Food,1,34,Other,107816,352626.08,97,Low,12,Hyderabad,43329.35,5209,1752484,683,Default,Banking sector sees strong growth,0.23,HDFCBANK
210,3796,13742.44,1/1/2025 3:29,Food,0,21,Female,79566,379118.5,53,Medium,12,Mumbai,24276.81,5210,1817555,487,Default,Global markets fall due to uncertainty,0.34,RELIANCE
211,2678,40350.2,1/1/2025 3:30,Retail,0,46,Other,124014,292456.99,6,Low,34,Delhi,36229.27,5211,2318636,543,Paid,Oil prices surge on global conflict,-0.45,RELIANCE
212,4242,22988.65,1/1/2025 3:31,Travel,0,72,Female,162818,49189.11,90,Low,26,Kolkata,35326.92,5212,195618,826,Paid,Global markets fall due to uncertainty,0.88,TCS
213,1540,27333.39,1/1/2025 3:32,Fuel,0,24,Male,82792,286400.56,64,New,6,Chennai,6889.95,5213,1356244,618,In Progress,Market rises amid strong earnings,-0.34,TCS
214,2059,21646.47,1/1/2025 3:33,Retail,0,61,Other,120656,476755.51,88,High Value,37,Delhi,2541.89,5214,1794982,873,Paid,Oil prices surge on global conflict,-0.18,ICICIBANK
215,3572,2204.56,1/1/2025 3:34,Bill,0,30,Other,108248,171359.04,33,High Value,15,Delhi,42014.16,5215,1488924,889,Paid,Rupee weakens against Dollar,0.95,HDFCBANK
216,2183,8295.83,1/1/2025 3:35,Online,0,22,Male,93372,320024.22,72,Medium,42,Kolkata,24566.97,5216,1117642,573,Paid,Corporate layoffs rise across tech firms,-0.04,RELIANCE
217,4910,22282.63,1/1/2025 3:36,Travel,0,23,Other,171783,479719.17,44,Low,39,Kolkata,40523.27,5217,1657794,370,Paid,Rupee weakens against Dollar,0.23,ICICIBANK
218,2722,10467.18,1/1/2025 3:37,Retail,0,51,Male,19358,399096.15,34,Medium,19,Mumbai,14923.56,5218,2813826,323,Paid,Oil prices surge on global conflict,0.08,HDFCBANK
219,4314,2508.45,1/1/2025 3:38,Medical,0,70,Female,157411,344309.71,34,Medium,40,Bengaluru,43105.42,5219,998463,593,Paid,Tech stocks rally on innovation,-0.64,RELIANCE
220,4157,42184.05,1/1/2025 3:39,Food,0,24,Female,47039,485588.86,24,High Value,47,Mumbai,41557.94,5220,1724005,433,Paid,Market rises amid strong earnings,0.98,TCS
221,2819,49059.81,1/1/2025 3:40,Food,0,63,Other,134985,85706.19,2,Low,23,Chennai,19145.4,5221,525316,703,Paid,Tech stocks rally on innovation,-0.88,HDFCBANK
222,3625,39659.21,1/1/2025 3:41,Travel,0,74,Female,36245,386488.02,8,Medium,36,Kolkata,20643.73,5222,2413858,783,Paid,Oil prices surge on global conflict,0.97,RELIANCE
223,3729,42690.71,1/1/2025 3:42,Food,0,71,Female,144024,203714.47,25,Medium,13,Hyderabad,17609.53,5223,1627152,501,Paid,Tech stocks rally on innovation,-0.06,ICICIBANK
224,3604,12106.44,1/1/2025 3:43,Medical,0,45,Male,32259,180535.63,94,High Value,31,Hyderabad,1837.65,5224,884177,833,Paid,Global markets fall due to uncertainty,-0.62,ICICIBANK
225,2597,48031.74,1/1/2025 3:44,Retail,0,63,Female,76086,260575.92,32,High Value,37,Delhi,34414.26,5225,1982434,460,Paid,Global markets fall due to uncertainty,-0.67,INFY
226,4060,9854.32,1/1/2025 3:45,Retail,0,27,Female,199075,17358.65,56,High Value,26,Delhi,13709.35,5226,2365011,345,Paid,Tech stocks rally on innovation,0.31,HDFCBANK
227,3693,47571.98,1/1/2025 3:46,Food,0,21,Female,194861,156608.55,94,Medium,43,Bengaluru,44212.29,5227,1910190,797,Paid,Oil prices surge on global conflict,0.42,ICICIBANK
228,1795,49741.02,1/1/2025 3:47,Food,0,20,Male,186645,83524.64,7,Low,48,Bengaluru,44879.12,5228,937865,737,Paid,Oil prices surge on global conflict,0.8,HDFCBANK
229,2051,35589.02,1/1/2025 3:48,Bill,0,42,Other,187660,69776.1,48,High Value,18,Bengaluru,36156.7,5229,485773,404,Default,Oil prices surge on global conflict,-0.53,ICICIBANK
230,2643,49057.38,1/1/2025 3:49,Online,0,40,Male,91747,169001.58,88,High Value,47,Bengaluru,9160.04,5230,1858766,384,In Progress,Oil prices surge on global conflict,-0.13,HDFCBANK
231,4627,28481.29,1/1/2025 3:50,Travel,0,44,Other,145196,401231.05,54,Low,33,Hyderabad,4555.7,5231,371080,376,Paid,Global markets fall due to uncertainty,0.94,HDFCBANK
232,2363,12984.49,1/1/2025 3:51,Retail,0,31,Other,96164,100954.98,63,Medium,40,Kolkata,40840.69,5232,2293819,853,Paid,Oil prices surge on global conflict,-0.14,HDFCBANK
233,4869,21855.42,1/1/2025 3:52,Travel,0,55,Female,172372,265942.18,73,Medium,32,Chennai,44664,5233,716328,824,Default,Oil prices surge on global conflict,-0.08,INFY
234,2981,29682.11,1/1/2025 3:53,Bill,0,49,Female,193164,374453.77,80,Low,4,Chennai,17666.75,5234,2348516,590,Paid,Tech stocks rally on innovation,-0.42,WIPRO
235,2354,3663.35,1/1/2025 3:54,Retail,0,40,Male,98048,120865.28,2,High Value,41,Bengaluru,17712.5,5235,2312556,638,Paid,Corporate layoffs rise across tech firms,0.74,TCS
236,2663,31120.94,1/1/2025 3:55,Bill,0,64,Male,194480,462139.55,35,New,19,Mumbai,19574.77,5236,1169858,820,Paid,Global markets fall due to uncertainty,-0.27,SBIN
237,2529,49059.08,1/1/2025 3:56,Bill,0,57,Male,137262,433315.7,98,Low,7,Chennai,41398.35,5237,2421670,312,Paid,Rupee weakens against Dollar,0.27,HDFCBANK
238,3038,9513.48,1/1/2025 3:57,Fuel,0,54,Female,80124,125963.52,22,New,47,Bengaluru,35382.89,5238,1425383,833,Paid,Rupee weakens against Dollar,-0.63,TCS
239,4419,39631.83,1/1/2025 3:58,Food,0,20,Other,50609,494824.21,83,Medium,35,Hyderabad,6186.62,5239,822328,851,Paid,Company faces regulatory issues,0.23,WIPRO
240,2496,45395.86,1/1/2025 3:59,Medical,0,52,Male,157211,334750.96,64,Medium,26,Delhi,31771.06,5240,2485832,672,Paid,Tech stocks rally on innovation,0.87,SBIN
241,4302,47185.64,1/1/2025 4:00,Fuel,0,30,Other,184317,143406.97,59,New,44,Mumbai,587.91,5241,2943845,775,Paid,Corporate layoffs rise across tech firms,0.55,TCS
242,3237,48007.18,1/1/2025 4:01,Travel,0,51,Female,196232,340678.21,49,High Value,23,Bengaluru,35548.27,5242,1424350,426,Paid,Oil prices surge on global conflict,-0.86,TCS
243,4296,26077.77,1/1/2025 4:02,Medical,0,41,Female,196859,333291.01,52,New,34,Hyderabad,38255.15,5243,1951714,522,Paid,Banking sector sees strong growth,0.27,ICICIBANK
244,2408,48865.62,1/1/2025 4:03,Travel,0,18,Female,175024,303293.72,21,High Value,7,Delhi,40765.93,5244,2254689,521,Paid,Company faces regulatory issues,0.12,RELIANCE
245,2400,37867.94,1/1/2025 4:04,Food,0,29,Female,79403,355992.21,12,Low,11,Bengaluru,31319.57,5245,2445732,890,Paid,Market rises amid strong earnings,-0.32,SBIN
246,2306,8091.96,1/1/2025 4:05,Medical,0,25,Other,92538,134523.69,11,Medium,8,Hyderabad,9111.35,5246,2937162,696,Paid,Oil prices surge on global conflict,0.69,TCS
247,3680,23850.24,1/1/2025 4:06,Fuel,0,36,Other,153601,489503.25,54,Medium,13,Hyderabad,39707.96,5247,255134,398,Paid,Global markets fall due to uncertainty,0.58,WIPRO
248,3675,35919.38,1/1/2025 4:07,Travel,0,26,Male,63478,429018.93,83,New,32,Kolkata,44999.55,5248,1495194,782,Paid,Market rises amid strong earnings,0.3,HDFCBANK
249,1972,12374.54,1/1/2025 4:08,Fuel,0,45,Other,77525,372997.81,70,Low,41,Hyderabad,31726.43,5249,546485,703,In Progress,Banking sector sees strong growth,0.49,RELIANCE
250,2768,32034.35,1/1/2025 4:09,Food,0,31,Other,84248,13639.34,14,New,34,Bengaluru,13828.38,5250,2299087,534,Paid,Global markets fall due to uncertainty,-0.61,ICICIBANK
251,2282,33333.36,1/1/2025 4:10,Medical,0,44,Other,144210,295397.49,33,New,18,Hyderabad,9050.1,5251,2200317,485,In Progress,Market rises amid strong earnings,0.84,INFY
252,4430,8143.36,1/1/2025 4:11,Medical,0,35,Male,54826,353388.75,77,New,15,Mumbai,11650,5252,2019310,578,Paid,Corporate layoffs rise across tech firms,0.34,TCS
253,1709,28258.61,1/1/2025 4:12,Retail,0,59,Other,34328,427122.86,26,High Value,43,Hyderabad,943.52,5253,2344769,675,Paid,Company faces regulatory issues,-0.06,TCS
254,2479,38583.63,1/1/2025 4:13,Bill,0,58,Other,98247,473105.48,14,Medium,24,Hyderabad,607.41,5254,2962894,702,Paid,Market rises amid strong earnings,-0.61,ICICIBANK
255,2434,24949.79,1/1/2025 4:14,Bill,0,23,Other,20906,457968.62,88,Medium,47,Chennai,14922.22,5255,2765411,535,Paid,Global markets fall due to uncertainty,0.37,HDFCBANK
256,1648,615.03,1/1/2025 4:15,Fuel,0,50,Female,44107,203319.44,48,New,21,Mumbai,46155.69,5256,1170367,367,Paid,Company faces regulatory issues,-0.81,WIPRO
257,1317,461.83,1/1/2025 4:16,Medical,1,54,Other,66412,448302.34,65,High Value,18,Bengaluru,31104.24,5257,2287847,475,In Progress,Banking sector sees strong growth,-0.36,SBIN
258,4748,17857.9,1/1/2025 4:17,Travel,0,59,Male,98349,874.03,46,Medium,14,Delhi,19366.74,5258,336654,831,Paid,Oil prices surge on global conflict,0.15,SBIN
259,4296,46310.44,1/1/2025 4:18,Fuel,0,42,Male,155225,176061.87,55,High Value,19,Kolkata,641.29,5259,759317,883,Paid,Market rises amid strong earnings,0.29,SBIN
260,4890,11441.55,1/1/2025 4:19,Fuel,0,30,Male,61213,57383.59,94,Low,13,Chennai,49486.04,5260,1542953,752,Paid,Tech stocks rally on innovation,-0.97,HDFCBANK
261,2257,31721.84,1/1/2025 4:20,Online,0,71,Male,177751,441592.32,74,High Value,16,Delhi,22846.63,5261,646125,818,Paid,Global markets fall due to uncertainty,-0.98,WIPRO
262,1683,11111.57,1/1/2025 4:21,Medical,0,40,Female,128632,464026.96,74,High Value,2,Bengaluru,49575.99,5262,795264,352,Paid,Tech stocks rally on innovation,-0.78,WIPRO
263,1663,16090.28,1/1/2025 4:22,Bill,0,53,Male,99388,128376.2,92,Low,34,Bengaluru,36034.98,5263,1755107,628,Paid,Tech stocks rally on innovation,0.54,RELIANCE
264,2998,42403.62,1/1/2025 4:23,Medical,1,50,Female,127958,183971.57,68,Medium,49,Chennai,2656.82,5264,1861044,566,Paid,Market rises amid strong earnings,0.13,RELIANCE
265,4898,36445.78,1/1/2025 4:24,Food,0,38,Female,165684,491946.87,78,Medium,26,Mumbai,42965.38,5265,175103,691,In Progress,Tech stocks rally on innovation,0.22,HDFCBANK
266,4445,4779.01,1/1/2025 4:25,Fuel,0,51,Female,45907,283248.7,12,High Value,22,Delhi,26566.93,5266,1276864,331,Paid,Rupee weakens against Dollar,0.21,INFY
267,4743,21440.81,1/1/2025 4:26,Online,0,73,Male,110707,248779.39,54,High Value,20,Hyderabad,22691.15,5267,2280910,490,Paid,Oil prices surge on global conflict,-0.93,HDFCBANK
268,2631,1468.2,1/1/2025 4:27,Online,0,53,Male,144185,250467.49,64,Low,29,Mumbai,37916.8,5268,614212,486,Paid,Company faces regulatory issues,-0.66,INFY
269,2495,24049.7,1/1/2025 4:28,Bill,0,34,Female,68551,348246,47,Low,18,Mumbai,38762.57,5269,2084824,700,Paid,Oil prices surge on global conflict,0.46,WIPRO
270,4304,33125.08,1/1/2025 4:29,Bill,0,27,Female,150038,477294.25,37,Medium,29,Kolkata,39841.84,5270,1983572,453,Paid,Banking sector sees strong growth,0.29,ICICIBANK
271,4763,5933.95,1/1/2025 4:30,Bill,0,40,Male,122412,183627.9,74,Medium,42,Mumbai,38050.76,5271,2064600,350,Default,Rupee weakens against Dollar,-0.11,SBIN
